,date,Country,Businesses_R&D expenditure,Businesses_product development,Consulting Firms_innovation management,Consulting Firms_innovation strategy,Government agencies_government grants,Government agencies_research funding,Innovation Hubs_startup incubation,Innovation Hubs_technology park,Patent Attorneys_patent attorney,Patent Attorneys_patent registration,R&D Employees_R&D jobs,Research Institutions_collaboration with industry,Research Institutions_research grant,Tax Authorities_R&D tax credit,VCs_VC investment,VCs_startup funding,Year,Month,Businesses_R&D expenditure_mean_YTD,Businesses_product development_mean_YTD,Consulting Firms_innovation management_mean_YTD,Consulting Firms_innovation strategy_mean_YTD,Government agencies_government grants_mean_YTD,Government agencies_research funding_mean_YTD,Innovation Hubs_startup incubation_mean_YTD,Innovation Hubs_technology park_mean_YTD,Patent Attorneys_patent attorney_mean_YTD,Patent Attorneys_patent registration_mean_YTD,R&D Employees_R&D jobs_mean_YTD,Research Institutions_collaboration with industry_mean_YTD,Research Institutions_research grant_mean_YTD,Tax Authorities_R&D tax credit_mean_YTD,VCs_VC investment_mean_YTD,VCs_startup funding_mean_YTD
1514,2019-10-01,CN,,0.0,0.0,0.0,,,,,,,,,,,,,2019,10,,14.88888888888889,29.11111111111111,2.7777777777777777,,,,,,,,,,,,
1515,2019-10-01,DE,,75.0,40.0,17.0,0.0,3.0,,0.0,9.0,,17.0,,1.0,,0.0,10.0,2019,10,,73.55555555555556,30.11111111111111,10.444444444444445,31.77777777777778,9.666666666666666,,0.0,7.111111111111111,,17.666666666666668,,3.6666666666666665,,0.0,7.888888888888889
1516,2019-10-01,GB,65.0,31.0,57.0,50.0,0.0,0.0,,28.0,35.0,0.0,,,0.0,0.0,16.0,0.0,2019,10,35.22222222222222,24.444444444444443,51.111111111111114,47.55555555555556,0.0,0.0,,32.0,22.555555555555557,2.6666666666666665,,,0.0,0.0,14.0,0.0
1517,2019-10-01,JP,,0.0,0.0,0.0,,16.0,,14.0,0.0,,,,0.0,,,0.0,2019,10,,0.0,0.0,0.0,,22.88888888888889,,8.11111111111111,2.111111111111111,,,,0.0,,,0.6666666666666666
1518,2019-10-01,KR,,0.0,,0.0,,0.0,,0.0,,0.0,,,0.0,0.0,0.0,0.0,2019,10,,0.0,,0.0,,0.0,,0.0,,0.0,,,0.7777777777777778,4.888888888888889,0.0,6.222222222222222
1519,2019-10-01,US,0.0,46.0,81.0,42.0,5.0,0.0,0.0,0.0,28.0,7.0,28.0,0.0,27.0,34.0,45.0,0.0,2019,10,0.0,39.44444444444444,64.11111111111111,30.444444444444443,4.777777777777778,0.0,2.4444444444444446,0.0,28.0,7.222222222222222,31.88888888888889,11.444444444444445,23.555555555555557,31.77777777777778,45.0,0.0
1525,2019-11-01,JP,,0.0,0.0,0.0,,0.0,,11.0,2.0,,,,0.0,,,0.0,2019,11,,0.0,0.0,0.0,,22.2,,8.7,1.9,,,,0.0,,,0.6
1527,2019-11-01,US,0.0,42.0,56.0,32.0,4.0,0.0,32.0,0.0,27.0,9.0,19.0,8.0,21.0,28.0,38.0,0.0,2019,11,0.0,40.1,65.8,31.6,4.8,0.0,2.2,0.0,28.0,7.2,31.5,10.3,23.9,32.0,45.0,0.0
1524,2019-11-01,GB,83.0,32.0,52.0,59.0,0.0,0.0,,30.0,31.0,3.0,,,0.0,0.0,15.0,0.0,2019,11,38.2,25.1,51.7,47.8,0.0,0.0,,31.6,23.8,2.4,,,0.0,0.0,14.2,0.0
1526,2019-11-01,KR,,0.0,,0.0,,0.0,,0.0,,0.0,,,0.0,0.0,0.0,98.0,2019,11,,0.0,,0.0,,0.0,,0.0,,0.0,,,0.7,4.4,0.0,5.6
1522,2019-11-01,CN,,20.0,0.0,0.0,,,,,,,,,,,,,2019,11,,13.4,26.2,2.5,,,,,,,,,,,,
1521,2019-11-01,CH,,0.0,,0.0,,,,,0.0,,,,0.0,,,,2019,11,,0.0,,0.0,,,,,0.0,,,,0.0,,,
1520,2019-11-01,CA,,0.0,,,13.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,18.0,0.0,2019,11,,0.0,,,15.7,0.0,,0.0,0.0,1.1,0.0,,,2.0,22.8,0.0
1523,2019-11-01,DE,,82.0,28.0,4.0,30.0,5.0,,0.0,6.0,,12.0,,5.0,,0.0,5.0,2019,11,,73.7,31.1,11.1,28.6,9.0,,0.0,7.3,,17.6,,3.4,,0.0,8.1
1535,2019-12-01,US,0.0,31.0,55.0,25.0,4.0,0.0,0.0,0.0,24.0,7.0,33.0,0.0,17.0,26.0,31.0,0.0,2019,12,0.0,40.27272727272727,64.9090909090909,31.636363636363637,4.7272727272727275,0.0,4.909090909090909,0.0,27.90909090909091,7.363636363636363,30.363636363636363,10.090909090909092,23.636363636363637,31.636363636363637,44.36363636363637,0.0
1533,2019-12-01,JP,,0.0,0.0,0.0,,21.0,,28.0,4.0,,,,0.0,,,0.0,2019,12,,0.0,0.0,0.0,,20.181818181818183,,8.909090909090908,1.9090909090909092,,,,0.0,,,0.5454545454545454
1534,2019-12-01,KR,,0.0,,0.0,,0.0,,0.0,,0.0,,,0.0,0.0,0.0,0.0,2019,12,,0.0,,0.0,,0.0,,0.0,,0.0,,,0.6363636363636364,4.0,0.0,14.0
1532,2019-12-01,GB,0.0,24.0,49.0,57.0,0.0,0.0,,24.0,23.0,9.0,,,0.0,0.0,14.0,0.0,2019,12,42.27272727272727,25.727272727272727,51.72727272727273,48.81818181818182,0.0,0.0,,31.454545454545453,24.454545454545453,2.4545454545454546,,,0.0,0.0,14.272727272727273,0.0
1528,2019-12-01,CA,,0.0,,,12.0,0.0,,0.0,0.0,4.0,0.0,,,0.0,0.0,0.0,2019,12,,0.0,,,15.454545454545455,0.0,,0.0,0.0,1.0,0.0,,,1.8181818181818181,22.363636363636363,0.0
1530,2019-12-01,CN,,13.0,0.0,0.0,,,,,,,,,,,,,2019,12,,14.0,23.818181818181817,2.272727272727273,,,,,,,,,,,,
1529,2019-12-01,CH,,0.0,,0.0,,,,,0.0,,,,0.0,,,,2019,12,,0.0,,0.0,,,,,0.0,,,,0.0,,,
1531,2019-12-01,DE,,56.0,27.0,11.0,0.0,13.0,,0.0,8.0,,0.0,,3.0,,0.0,8.0,2019,12,,74.45454545454545,30.818181818181817,10.454545454545455,28.727272727272727,8.636363636363637,,0.0,7.181818181818182,,17.09090909090909,,3.5454545454545454,,0.0,7.818181818181818
1536,2020-01-01,CA,,0.0,,,16.0,0.0,,0.0,0.0,7.0,0.0,,,2.0,0.0,0.0,2020,1,,,,,,,,,,,,,,,,
1537,2020-01-01,CH,,0.0,,0.0,,,,,0.0,,,,0.0,,,,2020,1,,,,,,,,,,,,,,,,
1538,2020-01-01,CN,,0.0,0.0,0.0,,,,,,,,,,,,,2020,1,,,,,,,,,,,,,,,,
1539,2020-01-01,DE,,69.0,30.0,15.0,0.0,8.0,,0.0,3.0,,0.0,,0.0,,0.0,0.0,2020,1,,,,,,,,,,,,,,,,
1540,2020-01-01,GB,41.0,30.0,64.0,56.0,0.0,0.0,,26.0,25.0,5.0,,,0.0,0.0,12.0,0.0,2020,1,,,,,,,,,,,,,,,,
1541,2020-01-01,JP,,0.0,0.0,0.0,,30.0,,14.0,4.0,,,,0.0,,,2.0,2020,1,,,,,,,,,,,,,,,,
1542,2020-01-01,KR,,0.0,,0.0,,0.0,,0.0,,0.0,,,1.0,17.0,0.0,0.0,2020,1,,,,,,,,,,,,,,,,
1543,2020-01-01,US,0.0,38.0,65.0,31.0,4.0,0.0,0.0,0.0,27.0,6.0,35.0,0.0,24.0,32.0,43.0,0.0,2020,1,,,,,,,,,,,,,,,,
1551,2020-02-01,US,0.0,49.0,76.0,34.0,5.0,0.0,0.0,0.0,29.0,4.0,23.0,17.0,28.0,41.0,34.0,0.0,2020,2,0.0,38.0,65.0,31.0,4.0,0.0,0.0,0.0,27.0,6.0,35.0,0.0,24.0,32.0,43.0,0.0
1550,2020-02-01,KR,,0.0,,0.0,,0.0,,0.0,,0.0,,,1.0,18.0,0.0,0.0,2020,2,,0.0,,0.0,,0.0,,0.0,,0.0,,,1.0,17.0,0.0,0.0
1549,2020-02-01,JP,,0.0,0.0,0.0,,0.0,,29.0,5.0,,,,0.0,,,0.0,2020,2,,0.0,0.0,0.0,,30.0,,14.0,4.0,,,,0.0,,,2.0
1548,2020-02-01,GB,35.0,31.0,66.0,58.0,0.0,0.0,,28.0,27.0,7.0,,,0.0,0.0,16.0,0.0,2020,2,41.0,30.0,64.0,56.0,0.0,0.0,,26.0,25.0,5.0,,,0.0,0.0,12.0,0.0
1546,2020-02-01,CN,,0.0,0.0,46.0,,,,,,,,,,,,,2020,2,,0.0,0.0,0.0,,,,,,,,,,,,
1545,2020-02-01,CH,,0.0,,0.0,,,,,0.0,,,,0.0,,,,2020,2,,0.0,,0.0,,,,,0.0,,,,0.0,,,
1544,2020-02-01,CA,,0.0,,,17.0,0.0,,0.0,0.0,3.0,0.0,,,2.0,0.0,0.0,2020,2,,0.0,,,16.0,0.0,,0.0,0.0,7.0,0.0,,,2.0,0.0,0.0
1547,2020-02-01,DE,,63.0,29.0,4.0,31.0,5.0,,0.0,6.0,,21.0,,2.0,,0.0,11.0,2020,2,,69.0,30.0,15.0,0.0,8.0,,0.0,3.0,,0.0,,0.0,,0.0,0.0
1552,2020-03-01,CA,,0.0,,,21.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,21.0,0.0,2020,3,,0.0,,,16.5,0.0,,0.0,0.0,5.0,0.0,,,2.0,0.0,0.0
1553,2020-03-01,CH,,0.0,,0.0,,,,,0.0,,,,0.0,,,,2020,3,,0.0,,0.0,,,,,0.0,,,,0.0,,,
1554,2020-03-01,CN,,0.0,82.0,0.0,,,,,,,,,,,,,2020,3,,0.0,0.0,23.0,,,,,,,,,,,,
1555,2020-03-01,DE,,78.0,24.0,8.0,0.0,0.0,,0.0,3.0,,0.0,,6.0,,0.0,0.0,2020,3,,66.0,29.5,9.5,15.5,6.5,,0.0,4.5,,10.5,,1.0,,0.0,5.5
1556,2020-03-01,GB,43.0,24.0,47.0,41.0,0.0,0.0,,24.0,17.0,0.0,,,0.0,0.0,14.0,0.0,2020,3,38.0,30.5,65.0,57.0,0.0,0.0,,27.0,26.0,6.0,,,0.0,0.0,14.0,0.0
1557,2020-03-01,JP,,0.0,0.0,0.0,,35.0,,0.0,0.0,,,,0.0,,,0.0,2020,3,,0.0,0.0,0.0,,15.0,,21.5,4.5,,,,0.0,,,1.0
1558,2020-03-01,KR,,0.0,,0.0,,0.0,,0.0,,0.0,,,1.0,0.0,0.0,0.0,2020,3,,0.0,,0.0,,0.0,,0.0,,0.0,,,1.0,17.5,0.0,0.0
1559,2020-03-01,US,0.0,40.0,58.0,33.0,7.0,0.0,0.0,0.0,20.0,5.0,26.0,0.0,19.0,45.0,33.0,0.0,2020,3,0.0,43.5,70.5,32.5,4.5,0.0,0.0,0.0,28.0,5.0,29.0,8.5,26.0,36.5,38.5,0.0
1565,2020-04-01,JP,,0.0,0.0,0.0,,30.0,,0.0,2.0,,,,0.0,,,1.0,2020,4,,0.0,0.0,0.0,,21.666666666666668,,14.333333333333334,3.0,,,,0.0,,,0.6666666666666666
1567,2020-04-01,US,0.0,44.0,56.0,38.0,7.0,0.0,32.0,0.0,24.0,10.0,17.0,8.0,24.0,41.0,27.0,0.0,2020,4,0.0,42.333333333333336,66.33333333333333,32.666666666666664,5.333333333333333,0.0,0.0,0.0,25.333333333333332,5.0,28.0,5.666666666666667,23.666666666666668,39.333333333333336,36.666666666666664,0.0
1566,2020-04-01,KR,,0.0,,0.0,,0.0,,0.0,,0.0,,,2.0,0.0,0.0,52.0,2020,4,,0.0,,0.0,,0.0,,0.0,,0.0,,,1.0,11.666666666666666,0.0,0.0
1564,2020-04-01,GB,31.0,19.0,42.0,35.0,0.0,0.0,,15.0,17.0,2.0,,,0.0,0.0,6.0,0.0,2020,4,39.666666666666664,28.333333333333332,59.0,51.666666666666664,0.0,0.0,,26.0,23.0,4.0,,,0.0,0.0,14.0,0.0
1560,2020-04-01,CA,,0.0,,,23.0,0.0,,0.0,0.0,3.0,0.0,,,0.0,19.0,0.0,2020,4,,0.0,,,18.0,0.0,,0.0,0.0,3.3333333333333335,0.0,,,1.3333333333333333,7.0,0.0
1562,2020-04-01,CN,,45.0,0.0,0.0,,,,,,,,,,,,,2020,4,,0.0,27.333333333333332,15.333333333333334,,,,,,,,,,,,
1561,2020-04-01,CH,,0.0,,0.0,,,,,0.0,,,,0.0,,,,2020,4,,0.0,,0.0,,,,,0.0,,,,0.0,,,
1563,2020-04-01,DE,,66.0,25.0,11.0,23.0,11.0,,0.0,10.0,,0.0,,5.0,,0.0,11.0,2020,4,,70.0,27.666666666666668,9.0,10.333333333333334,4.333333333333333,,0.0,4.0,,7.0,,2.6666666666666665,,0.0,3.6666666666666665
1568,2020-05-01,CA,,0.0,,,17.0,0.0,,0.0,0.0,0.0,0.0,,,2.0,17.0,0.0,2020,5,,0.0,,,19.25,0.0,,0.0,0.0,3.25,0.0,,,1.0,10.0,0.0
1569,2020-05-01,CH,,0.0,,0.0,,,,,0.0,,,,0.0,,,,2020,5,,0.0,,0.0,,,,,0.0,,,,0.0,,,
1570,2020-05-01,CN,,25.0,0.0,0.0,,,,,,,,,,,,,2020,5,,11.25,20.5,11.5,,,,,,,,,,,,
1571,2020-05-01,DE,,80.0,28.0,18.0,20.0,7.0,,0.0,4.0,,0.0,,2.0,,0.0,13.0,2020,5,,69.0,27.0,9.5,13.5,6.0,,0.0,5.5,,5.25,,3.25,,0.0,5.5
1572,2020-05-01,GB,28.0,27.0,49.0,59.0,0.0,0.0,,13.0,25.0,6.0,,,0.0,0.0,15.0,0.0,2020,5,37.5,26.0,54.75,47.5,0.0,0.0,,23.25,21.5,3.5,,,0.0,0.0,12.0,0.0
1573,2020-05-01,JP,,0.0,0.0,0.0,,0.0,,0.0,2.0,,,,0.0,,,0.0,2020,5,,0.0,0.0,0.0,,23.75,,10.75,2.75,,,,0.0,,,0.75
1574,2020-05-01,KR,,0.0,,0.0,,0.0,,0.0,,0.0,,,2.0,0.0,0.0,29.0,2020,5,,0.0,,0.0,,0.0,,0.0,,0.0,,,1.25,8.75,0.0,13.0
1575,2020-05-01,US,0.0,35.0,59.0,31.0,5.0,0.0,0.0,0.0,25.0,9.0,30.0,0.0,22.0,37.0,39.0,0.0,2020,5,0.0,42.75,63.75,34.0,5.75,0.0,8.0,0.0,25.0,6.25,25.25,6.25,23.75,39.75,34.25,0.0
1583,2020-06-01,US,0.0,35.0,54.0,28.0,6.0,0.0,13.0,0.0,25.0,10.0,31.0,12.0,20.0,51.0,41.0,0.0,2020,6,0.0,41.2,62.8,33.4,5.6,0.0,6.4,0.0,25.0,6.8,26.2,5.0,23.4,39.2,35.2,0.0
1582,2020-06-01,KR,,0.0,,0.0,,0.0,,0.0,,0.0,,,2.0,0.0,0.0,0.0,2020,6,,0.0,,0.0,,0.0,,0.0,,0.0,,,1.4,7.0,0.0,16.2
1581,2020-06-01,JP,,0.0,0.0,0.0,,100.0,,0.0,1.0,,,,0.0,,,0.0,2020,6,,0.0,0.0,0.0,,19.0,,8.6,2.6,,,,0.0,,,0.6
1580,2020-06-01,GB,0.0,27.0,47.0,45.0,0.0,0.0,,15.0,29.0,3.0,,,0.0,0.0,15.0,0.0,2020,6,35.6,26.2,53.6,49.8,0.0,0.0,,21.2,22.2,4.0,,,0.0,0.0,12.6,0.0
1576,2020-06-01,CA,,0.0,,,17.0,0.0,,0.0,0.0,4.0,0.0,,,2.0,51.0,0.0,2020,6,,0.0,,,18.8,0.0,,0.0,0.0,2.6,0.0,,,1.2,11.4,0.0
1578,2020-06-01,CN,,19.0,0.0,0.0,,,,,,,,,,,,,2020,6,,14.0,16.4,9.2,,,,,,,,,,,,
1577,2020-06-01,CH,,0.0,,0.0,,,,,0.0,,,,0.0,,,,2020,6,,0.0,,0.0,,,,,0.0,,,,0.0,,,
1579,2020-06-01,DE,,79.0,31.0,17.0,32.0,6.0,,0.0,6.0,,0.0,,6.0,,0.0,9.0,2020,6,,71.2,27.2,11.2,14.8,6.2,,0.0,5.2,,4.2,,3.0,,0.0,7.0
1591,2020-07-01,US,0.0,35.0,55.0,26.0,8.0,0.0,12.0,0.0,27.0,8.0,22.0,28.0,18.0,54.0,48.0,0.0,2020,7,0.0,40.166666666666664,61.333333333333336,32.5,5.666666666666667,0.0,7.5,0.0,25.0,7.333333333333333,27.0,6.166666666666667,22.833333333333332,41.166666666666664,36.166666666666664,0.0
1590,2020-07-01,KR,,0.0,,0.0,,0.0,,0.0,,0.0,,,1.0,0.0,0.0,26.0,2020,7,,0.0,,0.0,,0.0,,0.0,,0.0,,,1.5,5.833333333333333,0.0,13.5
1589,2020-07-01,JP,,0.0,0.0,0.0,,35.0,,13.0,0.0,,,,0.0,,,0.0,2020,7,,0.0,0.0,0.0,,32.5,,7.166666666666667,2.3333333333333335,,,,0.0,,,0.5
1588,2020-07-01,GB,41.0,25.0,47.0,37.0,0.0,0.0,,18.0,27.0,7.0,,,0.0,0.0,7.0,0.0,2020,7,29.666666666666668,26.333333333333332,52.5,49.0,0.0,0.0,,20.166666666666668,23.333333333333332,3.8333333333333335,,,0.0,0.0,13.0,0.0
1586,2020-07-01,CN,,27.0,41.0,25.0,,,,,,,,,,,,,2020,7,,14.833333333333334,13.666666666666666,7.666666666666667,,,,,,,,,,,,
1585,2020-07-01,CH,,0.0,,0.0,,,,,0.0,,,,0.0,,,,2020,7,,0.0,,0.0,,,,,0.0,,,,0.0,,,
1584,2020-07-01,CA,,0.0,,,18.0,0.0,,0.0,0.0,5.0,0.0,,,5.0,22.0,0.0,2020,7,,0.0,,,18.5,0.0,,0.0,0.0,2.8333333333333335,0.0,,,1.3333333333333333,18.0,0.0
1587,2020-07-01,DE,,88.0,24.0,5.0,0.0,9.0,,0.0,3.0,,0.0,,5.0,,0.0,22.0,2020,7,,72.5,27.833333333333332,12.166666666666666,17.666666666666668,6.166666666666667,,0.0,5.333333333333333,,3.5,,3.5,,0.0,7.333333333333333
1598,2020-08-01,KR,,0.0,,0.0,,0.0,,0.0,,0.0,,,0.0,22.0,0.0,0.0,2020,8,,0.0,,0.0,,0.0,,0.0,,0.0,,,1.4285714285714286,5.0,0.0,15.285714285714286
1597,2020-08-01,JP,,0.0,0.0,0.0,,22.0,,12.0,2.0,,,,0.0,,,0.0,2020,8,,0.0,0.0,0.0,,32.857142857142854,,8.0,2.0,,,,0.0,,,0.42857142857142855
1596,2020-08-01,GB,55.0,23.0,44.0,48.0,0.0,0.0,,21.0,27.0,3.0,,,0.0,0.0,12.0,0.0,2020,8,31.285714285714285,26.142857142857142,51.714285714285715,47.285714285714285,0.0,0.0,,19.857142857142858,23.857142857142858,4.285714285714286,,,0.0,0.0,12.142857142857142,0.0
1599,2020-08-01,US,0.0,32.0,69.0,22.0,6.0,0.0,0.0,0.0,26.0,6.0,36.0,5.0,20.0,41.0,37.0,0.0,2020,8,0.0,39.42857142857143,60.42857142857143,31.571428571428573,6.0,0.0,8.142857142857142,0.0,25.285714285714285,7.428571428571429,26.285714285714285,9.285714285714286,22.142857142857142,43.0,37.857142857142854,0.0
1594,2020-08-01,CN,,54.0,0.0,0.0,,,,,,,,,,,,,2020,8,,16.571428571428573,17.571428571428573,10.142857142857142,,,,,,,,,,,,
1593,2020-08-01,CH,,0.0,,0.0,,,,,0.0,,,,0.0,,,,2020,8,,0.0,,0.0,,,,,0.0,,,,0.0,,,
1592,2020-08-01,CA,,0.0,,,16.0,0.0,,0.0,0.0,0.0,0.0,,,2.0,0.0,0.0,2020,8,,0.0,,,18.428571428571427,0.0,,0.0,0.0,3.142857142857143,0.0,,,1.8571428571428572,18.571428571428573,0.0
1595,2020-08-01,DE,,61.0,28.0,10.0,28.0,0.0,,0.0,6.0,,0.0,,8.0,,0.0,10.0,2020,8,,74.71428571428571,27.285714285714285,11.142857142857142,15.142857142857142,6.571428571428571,,0.0,5.0,,3.0,,3.7142857142857144,,0.0,9.428571428571429
1600,2020-09-01,CA,,0.0,,,16.0,0.0,,0.0,0.0,0.0,0.0,,,4.0,0.0,0.0,2020,9,,0.0,,,18.125,0.0,,0.0,0.0,2.75,0.0,,,1.875,16.25,0.0
1601,2020-09-01,CH,,0.0,,0.0,,,,,0.0,,,,0.0,,,,2020,9,,0.0,,0.0,,,,,0.0,,,,0.0,,,
1602,2020-09-01,CN,,72.0,0.0,0.0,,,,,,,,,,,,,2020,9,,21.25,15.375,8.875,,,,,,,,,,,,
1603,2020-09-01,DE,,71.0,19.0,5.0,0.0,7.0,,0.0,3.0,,17.0,,5.0,,0.0,0.0,2020,9,,73.0,27.375,11.0,16.75,5.75,,0.0,5.125,,2.625,,4.25,,0.0,9.5
1604,2020-09-01,GB,18.0,28.0,41.0,47.0,0.0,0.0,,25.0,32.0,4.0,,,0.0,0.0,18.0,0.0,2020,9,34.25,25.75,50.75,47.375,0.0,0.0,,20.0,24.25,4.125,,,0.0,0.0,12.125,0.0
1605,2020-09-01,JP,,0.0,0.0,0.0,,28.0,,21.0,4.0,,,,0.0,,,0.0,2020,9,,0.0,0.0,0.0,,31.5,,8.5,2.0,,,,0.0,,,0.375
1606,2020-09-01,KR,,0.0,,0.0,,0.0,,0.0,,0.0,,,1.0,10.0,0.0,0.0,2020,9,,0.0,,0.0,,0.0,,0.0,,0.0,,,1.25,7.125,0.0,13.375
1607,2020-09-01,US,0.0,49.0,76.0,39.0,8.0,0.0,14.0,0.0,25.0,5.0,34.0,8.0,21.0,47.0,43.0,0.0,2020,9,0.0,38.5,61.5,30.375,6.0,0.0,7.125,0.0,25.375,7.25,27.5,8.75,21.875,42.75,37.75,0.0
1613,2020-10-01,JP,,0.0,0.0,0.0,,17.0,,0.0,8.0,,,,0.0,,,0.0,2020,10,,0.0,0.0,0.0,,31.11111111111111,,9.88888888888889,2.2222222222222223,,,,0.0,,,0.3333333333333333
1615,2020-10-01,US,0.0,54.0,83.0,37.0,7.0,0.0,15.0,0.0,25.0,9.0,32.0,11.0,18.0,32.0,31.0,0.0,2020,10,0.0,39.666666666666664,63.111111111111114,31.333333333333332,6.222222222222222,0.0,7.888888888888889,0.0,25.333333333333332,7.0,28.22222222222222,8.666666666666666,21.77777777777778,43.22222222222222,38.333333333333336,0.0
1612,2020-10-01,GB,49.0,26.0,34.0,40.0,0.0,0.0,,21.0,37.0,5.0,,,0.0,0.0,13.0,0.0,2020,10,32.44444444444444,26.0,49.666666666666664,47.333333333333336,0.0,0.0,,20.555555555555557,25.11111111111111,4.111111111111111,,,0.0,0.0,12.777777777777779,0.0
1614,2020-10-01,KR,,0.0,,0.0,,0.0,,0.0,,0.0,,,0.0,0.0,0.0,39.0,2020,10,,0.0,,0.0,,0.0,,0.0,,0.0,,,1.2222222222222223,7.444444444444445,0.0,11.88888888888889
1610,2020-10-01,CN,,53.0,37.0,54.0,,,,,,,,,,,,,2020,10,,26.88888888888889,13.666666666666666,7.888888888888889,,,,,,,,,,,,
1609,2020-10-01,CH,,0.0,,0.0,,,,,0.0,,,,0.0,,,,2020,10,,0.0,,0.0,,,,,0.0,,,,0.0,,,
1608,2020-10-01,CA,,0.0,,,17.0,0.0,,0.0,0.0,3.0,0.0,,,0.0,0.0,0.0,2020,10,,0.0,,,17.88888888888889,0.0,,0.0,0.0,2.4444444444444446,0.0,,,2.111111111111111,14.444444444444445,0.0
1611,2020-10-01,DE,,66.0,27.0,11.0,35.0,5.0,,0.0,5.0,,19.0,,4.0,,0.0,9.0,2020,10,,72.77777777777777,26.444444444444443,10.333333333333334,14.88888888888889,5.888888888888889,,0.0,4.888888888888889,,4.222222222222222,,4.333333333333333,,0.0,8.444444444444445
1616,2020-11-01,CA,,0.0,,,18.0,0.0,,0.0,0.0,0.0,0.0,,,5.0,73.0,0.0,2020,11,,0.0,,,17.8,0.0,,0.0,0.0,2.5,0.0,,,1.9,13.0,0.0
1617,2020-11-01,CH,,0.0,,0.0,,,,,0.0,,,,0.0,,,,2020,11,,0.0,,0.0,,,,,0.0,,,,0.0,,,
1618,2020-11-01,CN,,37.0,60.0,64.0,,,,,,,,,,,,,2020,11,,29.5,16.0,12.5,,,,,,,,,,,,
1619,2020-11-01,DE,,71.0,30.0,10.0,0.0,3.0,,0.0,3.0,,13.0,,5.0,,0.0,8.0,2020,11,,72.1,26.5,10.4,16.9,5.8,,0.0,4.9,,5.7,,4.3,,0.0,8.5
1620,2020-11-01,GB,45.0,31.0,38.0,54.0,0.0,0.0,,20.0,33.0,0.0,,,0.0,0.0,7.0,0.0,2020,11,34.1,26.0,48.1,46.6,0.0,0.0,,20.6,26.3,4.2,,,0.0,0.0,12.8,0.0
1621,2020-11-01,JP,,0.0,0.0,0.0,,0.0,,17.0,5.0,,,,0.0,,,0.0,2020,11,,0.0,0.0,0.0,,29.7,,8.9,2.8,,,,0.0,,,0.3
1622,2020-11-01,KR,,0.0,,0.0,,0.0,,0.0,,0.0,,,0.0,22.0,0.0,16.0,2020,11,,0.0,,0.0,,0.0,,0.0,,0.0,,,1.1,6.7,0.0,14.6
1623,2020-11-01,US,0.0,40.0,57.0,29.0,5.0,0.0,15.0,0.0,22.0,4.0,22.0,13.0,14.0,36.0,31.0,0.0,2020,11,0.0,41.1,65.1,31.9,6.3,0.0,8.6,0.0,25.3,7.2,28.6,8.9,21.4,42.1,37.6,0.0
1631,2020-12-01,US,0.0,33.0,56.0,26.0,6.0,0.0,22.0,0.0,22.0,6.0,28.0,20.0,13.0,47.0,33.0,0.0,2020,12,0.0,41.0,64.36363636363636,31.636363636363637,6.181818181818182,0.0,9.181818181818182,0.0,25.0,6.909090909090909,28.0,9.272727272727273,20.727272727272727,41.54545454545455,37.0,0.0
1630,2020-12-01,KR,,0.0,,0.0,,0.0,,0.0,,0.0,,,1.0,0.0,0.0,0.0,2020,12,,0.0,,0.0,,0.0,,0.0,,0.0,,,1.0,8.090909090909092,0.0,14.727272727272727
1629,2020-12-01,JP,,0.0,0.0,0.0,,0.0,,33.0,2.0,,,,0.0,,,2.0,2020,12,,0.0,0.0,0.0,,27.0,,9.636363636363637,3.0,,,,0.0,,,0.2727272727272727
1628,2020-12-01,GB,23.0,22.0,50.0,40.0,0.0,0.0,,18.0,25.0,3.0,,,0.0,0.0,16.0,0.0,2020,12,35.09090909090909,26.454545454545453,47.18181818181818,47.27272727272727,0.0,0.0,,20.545454545454547,26.90909090909091,3.8181818181818183,,,0.0,0.0,12.272727272727273,0.0
1625,2020-12-01,CH,,0.0,,0.0,,,,,0.0,,,,0.0,,,,2020,12,,0.0,,0.0,,,,,0.0,,,,0.0,,,
1626,2020-12-01,CN,,16.0,0.0,100.0,,,,,,,,,,,,,2020,12,,30.181818181818183,20.0,17.181818181818183,,,,,,,,,,,,
1624,2020-12-01,CA,,0.0,,,19.0,0.0,,0.0,0.0,3.0,0.0,,,0.0,28.0,0.0,2020,12,,0.0,,,17.818181818181817,0.0,,0.0,0.0,2.272727272727273,0.0,,,2.1818181818181817,18.454545454545453,0.0
1627,2020-12-01,DE,,55.0,20.0,6.0,27.0,10.0,,0.0,8.0,,34.0,,2.0,,0.0,6.0,2020,12,,72.0,26.818181818181817,10.363636363636363,15.363636363636363,5.545454545454546,,0.0,4.7272727272727275,,6.363636363636363,,4.363636363636363,,0.0,8.454545454545455
1638,2021-01-01,KR,,0.0,,0.0,,0.0,,0.0,,0.0,,,1.0,0.0,0.0,23.0,2021,1,,,,,,,,,,,,,,,,
1632,2021-01-01,CA,,0.0,,,23.0,0.0,,0.0,0.0,0.0,0.0,,,5.0,52.0,0.0,2021,1,,,,,,,,,,,,,,,,
1633,2021-01-01,CH,,0.0,,0.0,,,,,0.0,,,,0.0,,,,2021,1,,,,,,,,,,,,,,,,
